 CodUsina  ,  Usina         ,  Sistema      ,  Empresa           ,  Posto  ,  Posto BDH  ,N_Jusante,  Jusante  ,N_Dsv,  Desvio  ,  Vol.Máx.(hm3)  ,  Vol.min.(hm3)  ,  Cota Máx.(m)  ,  Cota min.(m)  ,  Vol.Vert.(hm3)  ,  Vol.Desv.(hm3)  ,  PCV(0)  ,  PCV(1)  ,  PCV(2)  ,  PCV(3)  ,  PCV(4)  ,  PAC(0)  ,  PAC(1)  ,  PAC(2)  ,  PAC(3)  ,  PAC(4)  ,  Evap.Men.(1)  ,  Evap.Men.(2)  ,  Evap.Men.(3)  ,  Evap.Men.(4)  ,  Evap.Men.(5)  ,  Evap.Men.(6)  ,  Evap.Men.(7)  ,  Evap.Men.(8)  ,  Evap.Men.(9)  ,  Evap.Men.(10)  ,  Evap.Men.(11)  ,  Evap.Men.(12)  ,  Prod.Esp.(MW/m3/s/m)  ,  Canal Fuga Médio(m)  ,  TEIF(%)  ,  IP(%)  ,  Tipo Turbina  ,  Num.Conj.Máq.  ,  Num.Pols.Jus.  ,  Fat.Carga Máx.(%)  ,  Fat.Carga mín.(%)  ,  Tipo Perdas(1=%/2=M/3=K)  ,  Valor Perdas  ,  Vazão Mín.Hist.(m3/s)  ,  Num.Unid.Base  ,  Infl.Vert.Canal de Fuga  ,  Rep.Conj(0=aprox/1=det/2=simp)  ,  #Maq(1)  ,  PotEf(1)  ,  QEf(1)  ,  HEf(1)  ,  #Maq(2)  ,  PotEf(2)  ,  QEf(2)  ,  HEf(2)  ,  #Maq(3)  ,  PotEf(3)  ,  QEf(3)  ,  HEf(3)  ,  #Maq(4)  ,  PotEf(4)  ,  QEf(4)  ,  HEf(4)  ,  #Maq(5)  ,  PotEf(5)  ,  QEf(5)  ,  HEf(5)  ,  QHTA0(1)  ,  QHTA1(1)  ,  QHTA2(1)  ,  QHTA3(1)  ,  QHTA4(1)  ,  QHTA0(2)  ,  QHTA1(2)  ,  QHTA2(2)  ,  QHTA3(2)  ,  QHTA4(2)  ,  QHTA0(3)  ,  QHTA1(3)  ,  QHTA2(3)  ,  QHTA3(3)  ,  QHTA4(3)  ,  QHTA0(4)  ,  QHTA1(4)  ,  QHTA2(4)  ,  QHTA3(4)  ,  QHTA4(4)  ,  QHTA0(5)  ,  QHTA1(5)  ,  QHTA2(5)  ,  QHTA3(5)  ,  QHTA4(5)  ,  QHGA0(1)  ,  QHGA1(1)  ,  QHGA2(1)  ,  QHGA3(1)  ,  QHGA4(1)  ,  QHGA0(2)  ,  QHGA1(2)  ,  QHGA2(2)  ,  QHGA3(2)  ,  QHGA4(2)  ,  QHGA0(3)  ,  QHGA1(3)  ,  QHGA2(3)  ,  QHGA3(3)  ,  QHGA4(3)  ,  QHGA0(4)  ,  QHGA1(4)  ,  QHGA2(4)  ,  QHGA3(4)  ,  QHGA4(4)  ,  QHGA0(5)  ,  QHGA1(5)  ,  QHGA2(5)  ,  QHGA3(5)  ,  QHGA4(5)  ,  PHA0(1)  ,  PHA1(1)  ,  PHA2(1)  ,  PHA3(1)  ,  PHA4(1)  ,  PHA0(2)  ,  PHA1(2)  ,  PHA2(2)  ,  PHA3(2)  ,  PHA4(2)  ,  PHA0(3)  ,  PHA1(3)  ,  PHA2(3)  ,  PHA3(3)  ,  PHA4(3)  ,  PHA0(4)  ,  PHA1(4)  ,  PHA2(4)  ,  PHA3(4)  ,  PHA4(4)  ,  PHA0(5)  ,  PHA1(5)  ,  PHA2(5)  ,  PHA3(5)  ,  PHA4(4)  ,  PJA0(1)  ,  PJA1(1)  ,  PJA2(1)  ,  PJA3(1)  ,  PJA4(1)  ,  PJRM(1)  ,  PJA0(2)  ,  PJA1(2)  ,  PJA2(2)  ,  PJA3(2)  ,  PJA4(2)  ,  PJRM(2)  ,  PJA0(3)  ,  PJA1(3)  ,  PJA2(3)  ,  PJA3(3)  ,  PJA4(3)  ,  PJRM(3)  ,  PJA0(4)  ,  PJA1(4)  ,  PJA2(4)  ,  PJA3(4)  ,  PJA4(4)  ,  PJRM(4)  ,  PJA0(5)  ,  PJA1(5)  ,  PJA2(5)  ,  PJA3(5)  ,  PJA4(5)  ,  PJRM(5)  ,  Data  ,  Obs  ,  Vol.Ref.  ,  Reg  ,   
14,  CACONDE       ,  1 - Sudeste  ,  56 -              ,14,0,15,  15 - E. DA CUNHA   ,0,  0 - NÃO HÁ  ,555,51,855,825,363.98,51,8.16E+08,1.98E+05,-5.74E+02,9.69E-01,-6.33E-04,1.52E+11,-3.92E+08,1.12E+05,3.68E+02,-2.42E-01,18,11,35,49,60,60,54,55,47,17,19,30,0.008437,750,1.19,10.995,  1 - Francis  ,2,1,100,0,1,2.04,8,1,  Yes  ,2,1,54.88,48,101,1,54.88,46,101,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.47E+08,1.00E+05,-3.27E+02,-1.72E-01,1.73E-03,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,  28/09/17  ,                                               ,555,  M  ,   
15,  E. DA CUNHA   ,  1 - Sudeste  ,  56 -              ,15,0,16,  16 - A.S.OLIVEIRA  ,0,  0 - NÃO HÁ  ,14,14,665,665,14,14,6.65E+08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.07E+06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,22,11,25,42,58,52,47,43,41,15,7,24,0.008339,573.5,0.365,7.813,  1 - Francis  ,1,1,100,0,1,2.22,12,2,  Yes  ,2,4,37.24,37,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.72E+08,6.46E+04,-2.32E+02,4.39E-01,-3.12E-04,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,  28/09/17  ,                                               ,14,  D  ,   
16,  A.S.OLIVEIRA  ,  1 - Sudeste  ,  56 -              ,16,0,17,  17 - MARIMBONDO    ,0,  0 - NÃO HÁ  ,25,25,573,573,25,25,5.73E+08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.70E+06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,22,11,24,45,60,54,46,42,42,21,4,24,0.00824,547.6,0.374,10.725,  2 - Kaplan/Propeller  ,1,1,100,0,1,1.36,12,1,  Yes  ,2,2,22.4,89,21.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.45E+08,1.66E+04,-3.64E+01,5.12E-02,-2.64E-05,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,  28/09/17  ,                                               ,25,  D  ,   
17,  MARIMBONDO    ,  1 - Sudeste  ,  19 - Furnas       ,17,0,18,  18 - A. VERMELHA   ,0,  0 - NÃO HÁ  ,6150,890,446.3,426,1175.09,890,4.18E+08,1.12E+04,-2.29E+00,2.91E-04,-1.48E-08,5.86E+11,-3.96E+09,8.86E+06,-6.59E+03,0.00E+00,12,11,30,58,71,72,59,58,54,27,5,33,0.008535,382.8,5.527,4.154,  1 - Francis  ,1,1,100,0,1,1.6,245,4,  Yes  ,2,8,260.4,368,59.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.81E+08,1.41E+03,-2.01E-02,1.06E-07,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,  28/09/17  ,                                               ,5887,  M  ,   
18,  A. VERMELHA   ,  1 - Sudeste  ,  56 -              ,18,0,34,  34 - I. SOLTEIRA   ,0,  0 - NÃO HÁ  ,11025,5856,383.3,373.3,5856,5856,3.52E+08,5.00E+03,-2.74E-01,7.10E-06,0.00E+00,5.54E+10,-3.15E+08,4.48E+05,0.00E+00,0.00E+00,12,16,30,53,73,74,65,61,58,23,3,27,0.008829,326.4,0.212,3.542,  1 - Francis  ,1,1,100,0,1,1.11,364,3,  No  ,2,6,325.78,493,53.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.23E+08,-4.58E+02,3.99E-01,-4.22E-05,1.40E-09,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,  28/09/17  ,                                               ,11025,  M  ,   
20,  BATALHA       ,  1 - Sudeste  ,  19 - Furnas       ,22,0,21,  21 - SERRA FACAO   ,0,  0 - NÃO HÁ  ,1781.61,430.05,800,785,613.94,430.05,7.75E+08,2.64E+04,-1.06E+01,1.99E-03,0.00E+00,-4.58E+09,5.89E+06,-4.65E-03,-6.03E-07,0.00E+00,0,15,23,42,66,52,91,108,94,44,3,15,0.009025,755.84,4.653,8.214,  2 - Kaplan/Propeller  ,1,1,100,0,2,1.2,9,2,  Yes  ,2,2,36.82,77,37.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.54E+08,1.36E+04,-1.18E+01,5.98E-03,-1.14E-06,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,  28/09/17  ,                                               ,1781.61,  M  ,   
21,  SERRA FACAO   ,  1 - Sudeste  ,  138 -             ,251,0,24,  24 - EMBORCACAO    ,0,  0 - NÃO HÁ  ,5199,1752,756,732.5,2777,1752,6.83E+08,4.87E+04,-1.59E+01,2.67E-03,-1.71E-07,-8.18E+11,3.33E+09,-4.53E+06,2.05E+03,0.00E+00,6,8,20,35,55,57,57,59,52,24,16,31,0.008927,675.81,0.738,3.347,  1 - Francis  ,1,1,100,0,2,1.86,15,2,  Yes  ,2,2,148.82,162,73.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.74E+08,8.66E+03,-1.05E+01,7.66E-03,-2.07E-06,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,  28/09/17  ,                                               ,5199,  M  ,   
22,  BOCAINA       ,  1 - Sudeste  ,  51 - Externas SE  ,20,0,24,  24 - EMBORCACAO    ,0,  0 - NÃO HÁ  ,9010,2186,750,725,2186,2186,7.05E+08,1.23E+04,-1.71E+00,1.44E-04,-4.85E-09,3.34E+11,-1.00E+09,4.77E+05,8.79E+02,-7.01E-01,14,15,27,38,49,54,51,52,59,39,22,29,0.008633,675.6,2.533,8.091,  1 - Francis  ,1,1,100,0,2,2.2,18,2,  Yes  ,2,2,105,147,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.74E+08,1.10E+04,-2.55E+01,4.75E-02,-4.34E-05,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,  28/09/17  ,                                               ,9010,  M  ,   
24,  EMBORCACAO    ,  1 - Sudeste  ,  18 - Cemig        ,24,0,31,  31 - ITUMBIARA     ,0,  0 - NÃO HÁ  ,17725,4669,661,615,10626.45,4669,5.68E+08,1.45E+04,-1.20E+00,5.83E-05,-1.12E-09,-1.82E+10,5.66E+07,4.52E+04,-2.91E+02,2.39E-01,0,2,16,36,53,54,54,50,45,16,5,19,0.008731,521.9,4.456,5.83,  1 - Francis  ,1,5,100,0,1,1.27,51,2,  No  ,2,4,417.2,262,130.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.19E+08,3.94E+03,-3.60E-01,4.33E-05,-2.60E-09,512,5.19E+08,2.49E+03,3.44E-01,-6.20E-05,3.30E-09,514,5.20E+08,2.78E+03,4.04E-02,2.77E-06,-4.90E-10,516,5.20E+08,1.61E+03,8.48E-01,-1.20E-04,4.53E-09,518,5.20E+08,1.63E+03,5.48E-01,-7.90E-05,3.83E-09,520,  28/09/17  ,                                               ,17725,  M  ,   
25,  NOVA PONTE    ,  1 - Sudeste  ,  18 - Cemig        ,25,0,26,  26 - MIRANDA       ,0,  0 - NÃO HÁ  ,12792,2412,815,775.5,5500.05,2412,7.52E+08,1.23E+04,-1.26E+00,7.85E-05,-1.98E-09,-3.23E+11,9.30E+08,-3.85E+05,-8.80E+02,6.76E-01,16,7,23,40,61,65,67,66,54,25,13,33,0.009223,696,6.424,3.251,  1 - Francis  ,1,1,100,0,2,0.93,40,2,  Yes  ,2,3,238,192,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.93E+08,1.26E+04,-1.27E+01,8.51E-03,-2.14E-06,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,  28/09/17  ,                                               ,12792,  M  ,   
26,  MIRANDA       ,  1 - Sudeste  ,  18 - Cemig        ,206,0,27,  27 - CAPIM BRANC1  ,0,  0 - NÃO HÁ  ,1120,974,696,693,975,974,6.85E+08,-4.02E+03,-7.94E-01,2.79E-02,-1.42E-05,6.34E+10,-9.56E+07,-6.59E+04,2.46E+01,1.14E-01,7,4,18,37,54,54,53,52,41,15,5,26,0.009117,625.2,1.381,3.76,  1 - Francis  ,1,1,100,0,2,2.4,42,2,  No  ,2,3,190.4,225,66.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.25E+08,1.78E+03,-5.98E-01,1.60E-04,-1.99E-08,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,  28/09/17  ,                                               ,1120,  M  ,   
